amount,balance,hour,day,time_since_last,distance,speed,merchant_risk,cardholder_risk,device,ip_risk,z_score,is_fraud
68,4511,18,0,1512.10,1,42,0.00,0.02,1,0.01,-0.80,0
56,3644,13,4,1387.07,1,24,0.10,0.01,1,0.02,-0.41,0
59,5734,14,0,1417.80,5,28,0.10,0.00,1,0.08,-0.02,0
70,5563,12,2,1579.08,2,29,0.03,0.04,1,0.02,-0.40,0
49,4864,13,4,1274.21,3,28,0.01,0.11,1,0.05,-0.01,0
50,4678,14,1,1475.06,1,26,0.19,0.17,1,0.03,0.07,0
27,5120,16,2,1661.13,8,27,0.13,0.03,1,0.01,-0.25,0
83,4271,16,3,1369.69,5,31,0.19,0.02,1,0.05,0.25,0
35,5507,17,4,1603.10,5,28,0.07,0.16,1,0.10,-0.18,0
70,4652,13,4,1339.64,1,33,0.04,0.16,1,0.03,-0.03,0
49,6599,18,0,1526.95,6,22,0.08,0.11,1,0.04,0.21,0
63,5006,19,2,1239.79,4,44,0.10,0.08,1,0.04,-0.58,0
90,6858,8,4,1953.98,1,16,0.15,0.01,1,0.04,0.17,0
67,6451,13,2,1562.97,10,37,0.12,0.10,1,0.01,0.41,0
49,3432,8,3,1070.52,5,30,0.06,0.15,1,0.00,-0.11,0
73,5123,14,4,1261.76,5,39,0.08,0.10,1,0.09,1.06,0
65,6074,16,1,1675.37,6,15,0.05,0.07,1,0.02,0.42,0
70,4432,9,1,1842.37,1,23,0.17,0.04,1,0.07,0.07,0
75,5949,9,3,1122.21,9,26,0.06,0.05,1,0.03,0.39,0
95,5491,12,3,1475.56,5,22,0.03,0.13,1,0.03,0.34,0
24,3941,19,0,1284.03,8,17,0.20,0.13,1,0.09,-0.21,0
80,4299,14,0,1351.02,2,29,0.13,0.15,1,0.04,0.24,0
53,4549,11,4,1339.73,1,22,0.16,0.18,1,0.04,-0.32,0
68,5267,14,0,1687.54,9,27,0.16,0.02,1,0.06,0.23,0
118,4087,20,4,1502.51,6,34,0.02,0.17,1,0.03,-0.12,0
63,4597,18,1,1279.66,2,30,0.02,0.14,1,0.02,-0.07,0
79,4296,14,0,1446.79,6,32,0.12,0.13,1,0.03,-0.33,0
59,4958,14,0,1547.83,8,18,0.12,0.06,1,0.05,0.85,0
45,2603,20,4,1614.44,4,24,0.08,0.18,1,0.00,0.17,0
61,5187,11,2,1631.74,6,29,0.01,0.05,1,0.05,0.07,0
53,4635,14,4,1305.78,5,24,0.09,0.17,1,0.05,-1.21,0
11,4130,13,2,1271.50,6,32,0.15,0.06,1,0.08,0.27,0
82,3055,16,4,1579.10,14,38,0.15,0.15,1,0.09,-0.28,0
42,5767,8,3,1004.59,6,44,0.14,0.02,1,0.00,-0.74,0
58,4546,9,4,1613.99,8,32,0.15,0.13,1,0.00,0.08,0
49,5041,14,1,1489.65,0,33,0.07,0.00,1,0.04,-0.28,0
73,4447,11,2,1283.60,3,12,0.08,0.08,1,0.09,0.24,0
60,5916,16,1,1409.94,4,20,0.03,0.16,1,0.01,-0.59,0
42,5320,19,1,1476.21,9,36,0.03,0.17,1,0.00,-0.21,0
91,5069,17,2,1450.70,6,41,0.19,0.15,1,0.04,0.01,0
93,5754,9,4,1690.86,4,20,0.13,0.02,1,0.04,0.88,0
47,5664,8,1,1304.14,3,38,0.02,0.14,1,0.05,0.23,0
61,6292,13,4,1679.44,1,26,0.19,0.18,1,0.09,-0.17,0
84,5481,14,0,1190.12,2,16,0.03,0.12,1,0.08,0.66,0
41,4690,17,2,1283.74,2,42,0.14,0.07,1,0.08,0.84,0
57,3567,9,1,1374.41,7,19,0.01,0.12,1,0.02,0.57,0
46,4805,15,0,1438.59,4,26,0.19,0.03,1,0.10,-0.36,0
73,4193,12,1,1467.98,8,16,0.03,0.18,1,0.03,0.08,0
87,4347,11,1,1975.60,5,24,0.06,0.10,1,0.02,0.06,0
99,4871,19,0,1324.82,-4,37,0.11,0.15,1,0.08,-0.13,0
44,3092,14,1,1678.73,3,32,0.15,0.16,1,0.08,0.29,0
49,4870,17,1,1233.97,12,26,0.13,0.04,1,0.01,1.18,0
52,7524,16,4,1271.18,4,6,0.12,0.16,1,0.03,0.36,0
61,5549,15,1,1467.50,11,24,0.00,0.07,1,0.03,-0.05,0
40,4687,9,3,1821.56,5,27,0.06,0.19,1,0.05,0.55,0
33,4989,9,3,1512.36,8,20,0.11,0.12,1,0.02,-0.29,0
87,3903,10,1,1604.64,7,32,0.15,0.17,1,0.07,-0.92,0
63,5241,14,1,1449.86,7,24,0.06,0.11,1,0.06,0.18,0
37,5347,17,4,1509.51,5,34,0.15,0.12,1,0.02,0.10,0
82,6508,19,0,1122.78,3,34,0.16,0.05,1,0.08,-0.33,0
63,2577,13,1,1528.70,0,36,0.18,0.10,1,0.03,-0.10,0
18,4680,14,1,1467.66,3,28,0.13,0.07,1,0.02,-0.23,0
53,3234,8,2,1580.30,7,42,0.02,0.05,1,0.08,-0.07,0
63,4958,16,2,1351.60,9,11,0.14,0.11,1,0.09,-0.61,0
52,4740,12,1,1640.13,6,43,0.07,0.12,1,0.09,-0.65,0
50,3588,8,2,1477.20,8,12,0.10,0.17,1,0.07,0.07,0
42,4354,18,0,1405.57,2,18,0.01,0.06,1,0.02,0.09,0
41,5037,19,1,1714.01,0,32,0.19,0.12,1,0.01,-0.27,0
89,5449,12,4,1589.98,6,20,0.06,0.04,1,0.09,0.16,0
75,6127,11,4,1192.93,3,33,0.20,0.09,1,0.03,0.07,0
83,4807,20,2,1566.73,3,47,0.00,0.01,1,0.04,-0.96,0
62,5065,19,0,1611.92,5,41,0.03,0.19,1,0.08,-0.19,0
63,5417,18,1,1826.94,2,36,0.18,0.20,1,0.00,-0.63,0
45,3935,20,2,1291.76,3,29,0.08,0.05,1,0.06,-0.19,0
80,5394,18,2,1852.16,7,36,0.10,0.03,1,0.02,-0.78,0
69,4791,11,4,1263.51,1,22,0.19,0.17,1,0.06,0.17,0
82,4398,11,0,1567.23,0,31,0.03,0.16,1,0.05,-0.03,0
44,6089,18,1,1418.66,8,36,0.14,0.09,1,0.09,-1.08,0
56,3133,10,0,1286.84,5,8,0.18,0.04,1,0.08,0.66,0
47,5084,19,4,1454.26,-3,34,0.12,0.04,1,0.05,0.50,0
56,4329,9,4,1436.41,4,26,0.09,0.05,1,0.04,-0.07,0
64,6869,8,3,1462.24,6,29,0.01,0.00,1,0.02,0.04,0
74,4867,18,2,1519.16,6,43,0.10,0.08,1,0.09,-1.21,0
54,5735,12,3,838.47,7,32,0.06,0.06,1,0.04,-0.55,0
44,5149,10,0,1538.81,-4,21,0.02,0.06,1,0.10,-0.56,0
57,5430,20,0,1449.10,7,49,0.15,0.20,1,0.03,-0.24,0
100,7280,11,4,1424.72,5,27,0.02,0.13,1,0.01,-0.30,0
66,5345,14,0,1475.48,-1,24,0.14,0.04,1,0.08,0.55,0
49,4588,14,3,1683.46,5,32,0.13,0.17,1,0.02,-0.23,0
76,4909,9,3,1421.66,2,40,0.05,0.19,1,0.10,-0.14,0
45,3754,11,3,1584.22,4,27,0.05,0.02,1,0.02,-0.18,0
68,4398,19,1,1238.68,3,17,0.12,0.20,1,0.02,-1.06,0
83,5973,19,2,1492.44,3,31,0.15,0.04,1,0.08,-0.33,0
30,4792,13,1,1136.31,5,35,0.02,0.14,1,0.03,-0.18,0
76,5936,16,2,1211.58,5,16,0.06,0.14,1,0.04,-1.05,0
50,3364,20,3,1221.30,6,36,0.20,0.16,1,0.02,-0.64,0
64,4802,13,2,1320.89,8,47,0.14,0.20,1,0.02,-0.20,0
82,6604,15,1,1534.61,3,13,0.09,0.07,1,0.06,0.25,0
63,5955,17,3,1309.22,5,30,0.06,0.04,1,0.05,-0.79,0
37,4155,16,3,1520.84,7,32,0.16,0.15,1,0.01,-0.16,0
81,5446,12,0,1320.67,11,25,0.13,0.02,1,0.04,0.02,0
68,3192,17,2,1638.89,7,6,0.02,0.13,1,0.09,1.02,0
69,6108,18,1,1182.31,7,39,0.03,0.08,1,0.08,-0.06,0
59,5480,10,0,1392.35,1,45,0.12,0.13,1,0.10,-0.09,0
25,3948,9,2,1494.51,3,30,0.11,0.05,1,0.08,0.52,0
70,6495,10,1,1548.18,8,23,0.09,0.09,1,0.09,-0.03,0
32,6041,13,4,1369.83,-2,44,0.13,0.14,1,0.03,-0.54,0
45,4625,18,0,1439.08,6,34,0.10,0.11,1,0.01,0.30,0
56,5532,8,4,1200.94,9,37,0.00,0.14,1,0.05,-0.67,0
92,6303,20,0,1480.09,4,17,0.04,0.04,1,0.01,0.17,0
83,5297,13,3,1406.82,4,29,0.05,0.17,1,0.07,0.25,0
73,5320,17,3,1636.85,2,41,0.12,0.02,1,0.05,-0.40,0
34,3818,13,4,1657.80,3,32,0.16,0.13,1,0.05,-0.28,0
58,5221,8,0,1344.83,5,37,0.04,0.12,1,0.00,0.35,0
53,4988,17,2,1572.99,3,35,0.11,0.07,1,0.08,-0.14,0
78,4986,12,2,1106.94,4,28,0.19,0.04,1,0.06,0.14,0
65,3500,12,3,1458.57,1,22,0.16,0.07,1,0.06,-0.03,0
108,7674,12,2,1509.67,2,25,0.13,0.11,1,0.07,0.54,0
81,6467,14,4,1429.38,3,32,0.17,0.20,1,0.02,0.47,0
82,6200,18,0,1588.49,3,32,0.18,0.08,1,0.06,-0.15,0
26,3067,10,4,1514.04,7,29,0.05,0.18,1,0.06,-0.03,0
41,5873,15,1,1424.12,4,20,0.16,0.05,1,0.07,0.18,0
93,3392,13,4,1603.76,5,47,0.05,0.02,1,0.08,-0.42,0
50,4820,8,2,1383.05,4,26,0.02,0.07,1,0.10,0.58,0
36,6821,20,3,1692.55,8,23,0.06,0.10,1,0.01,0.38,0
63,5038,16,1,1317.28,6,35,0.20,0.09,1,0.08,-1.09,0
87,4685,17,0,1396.81,8,46,0.08,0.03,1,0.01,0.66,0
45,4330,20,3,1619.01,6,39,0.07,0.00,1,0.07,0.62,0
63,5519,18,2,1392.08,5,47,0.09,0.15,1,0.02,-0.29,0
67,6262,19,4,1291.94,5,48,0.15,0.01,1,0.05,0.74,0
62,4744,12,1,1036.53,-3,38,0.16,0.09,1,0.07,0.06,0
55,7638,17,0,1116.66,4,28,0.19,0.11,1,0.06,0.31,0
39,5125,14,1,1425.37,7,24,0.01,0.09,1,0.09,-0.46,0
54,4063,17,2,1193.03,8,21,0.19,0.03,1,0.06,0.10,0
76,4037,12,0,1646.51,10,18,0.20,0.08,1,0.07,-0.39,0
39,5665,10,3,1280.00,4,19,0.05,0.20,1,0.09,0.53,0
66,4944,17,0,1597.76,6,20,0.02,0.17,1,0.01,0.16,0
49,5024,19,4,1681.99,8,19,0.16,0.04,1,0.05,-0.32,0
20,6084,8,4,1445.39,6,13,0.14,0.00,1,0.00,0.01,0
26,6055,11,4,1496.63,7,35,0.03,0.15,1,0.02,0.51,0
80,4457,8,2,1368.31,6,22,0.13,0.15,1,0.06,0.10,0
66,4099,11,4,1760.87,4,31,0.11,0.02,1,0.04,-0.54,0
72,4630,16,1,1446.16,5,24,0.05,0.06,1,0.08,0.14,0
51,6234,11,1,1238.25,5,42,0.12,0.02,1,0.02,-0.08,0
16,4593,17,4,1655.71,4,-3,0.10,0.17,1,0.08,-0.41,0
26,4022,20,0,1566.98,12,34,0.15,0.02,1,0.08,0.02,0
56,3744,8,2,1869.91,11,22,0.19,0.08,1,0.03,-1.02,0
55,3404,11,0,1572.45,2,29,0.16,0.07,1,0.06,-0.17,0
73,4196,20,1,1550.86,8,35,0.09,0.04,1,0.03,-0.23,0
63,3260,11,1,1427.47,6,31,0.05,0.14,1,0.07,0.40,0
52,5145,12,3,1557.57,7,11,0.03,0.06,1,0.04,0.05,0
65,6601,17,3,1577.12,5,42,0.09,0.07,1,0.01,0.27,0
66,5393,14,1,1424.81,4,20,0.14,0.10,1,0.07,0.26,0
73,4214,10,4,1344.84,3,23,0.05,0.10,1,0.04,-0.68,0
49,5151,18,1,1476.91,8,42,0.10,0.10,1,0.01,-0.46,0
32,4405,13,2,1395.58,4,31,0.05,0.15,1,0.09,0.49,0
20,4824,19,1,1506.89,7,27,0.10,0.11,1,0.00,-0.25,0
48,6228,15,3,1346.99,9,30,0.10,0.00,1,0.05,-1.11,0
67,4920,10,3,1618.10,6,31,0.15,0.15,1,0.06,-0.45,0
69,4499,11,3,1631.19,5,20,0.02,0.08,1,0.00,-0.60,0
65,5587,8,1,1827.51,-3,28,0.18,0.01,1,0.09,-0.68,0
74,4713,18,1,1881.11,9,17,0.07,0.17,1,0.02,0.39,0
65,6253,18,0,1256.57,7,41,0.09,0.19,1,0.05,0.10,0
54,3970,14,4,1642.03,1,21,0.00,0.14,1,0.00,0.72,0
39,5415,15,4,1145.59,1,44,0.07,0.10,1,0.07,0.06,0
41,4040,19,0,1552.97,10,28,0.12,0.10,1,0.05,0.03,0
47,4775,17,0,1417.04,7,23,0.01,0.14,1,0.05,-0.02,0
27,5055,14,0,1405.53,1,20,0.13,0.13,1,0.08,-0.42,0
45,4858,13,4,1451.42,6,24,0.11,0.18,1,0.10,0.01,0
18,7042,20,4,1345.16,6,14,0.09,0.09,1,0.06,-0.11,0
39,4560,8,3,1481.01,7,34,0.14,0.11,1,0.07,-0.62,0
72,5110,17,2,1648.61,9,33,0.10,0.20,1,0.03,0.26,0
55,6208,15,0,1602.28,9,28,0.11,0.17,1,0.04,-0.56,0
58,5810,18,4,1541.80,5,33,0.00,0.08,1,0.03,1.05,0
44,5669,19,3,1388.83,4,37,0.15,0.15,1,0.08,-0.17,0
71,4671,11,2,1626.68,0,33,0.08,0.16,1,0.05,-0.25,0
71,4223,17,0,1748.74,5,47,0.02,0.03,1,0.05,1.03,0
79,7325,18,0,1456.90,3,12,0.18,0.04,1,0.06,-0.35,0
50,4897,9,0,1617.83,2,22,0.19,0.15,1,0.07,0.03,0
70,6061,18,0,1520.05,6,20,0.11,0.03,1,0.06,0.02,0
107,4666,10,1,1691.36,5,25,0.01,0.14,1,0.02,-0.39,0
39,2897,11,0,1455.97,2,31,0.20,0.17,1,0.00,0.22,0
34,5949,19,0,1261.21,1,43,0.04,0.11,1,0.07,0.36,0
50,7263,20,4,1490.47,6,27,0.07,0.17,1,0.02,0.09,0
53,4249,17,0,1599.61,1,29,0.12,0.04,1,0.08,0.49,0
43,4989,8,2,1599.75,2,22,0.10,0.06,1,0.03,0.56,0
73,4643,8,4,1501.98,1,26,0.14,0.11,1,0.04,-0.50,0
91,3005,11,0,1483.73,4,28,0.07,0.11,1,0.09,0.18,0
65,4378,8,2,1244.27,8,23,0.04,0.14,1,0.06,-0.64,0
12,4622,19,3,1500.54,6,49,0.19,0.04,1,0.05,-1.01,0
26,4823,19,3,1404.94,6,34,0.05,0.01,1,0.01,0.25,0
43,5642,20,1,1313.37,2,51,0.16,0.15,1,0.10,0.17,0
53,4817,19,1,1358.15,10,32,0.19,0.19,1,0.01,0.66,0
105,4113,20,0,1778.82,2,35,0.14,0.02,1,0.05,-0.69,0
78,4051,13,0,1359.82,7,25,0.08,0.05,1,0.03,-0.34,0
52,4261,9,0,1351.39,9,24,0.01,0.19,1,0.04,0.49,0
47,5889,15,3,1172.83,7,43,0.13,0.05,1,0.09,1.29,0
82,3907,17,1,1561.97,-1,37,0.16,0.11,1,0.07,-0.54,0
36,6363,17,1,1559.67,0,23,0.06,0.09,1,0.08,0.70,0
62,5759,11,3,1592.90,2,33,0.08,0.02,1,0.04,0.13,0
45,4021,8,2,1821.46,1,27,0.02,0.19,1,0.08,-0.33,0
30,4779,16,1,1243.11,4,37,0.00,0.05,1,0.09,0.05,0
82,5210,20,1,1118.10,3,12,0.02,0.00,1,0.04,0.27,0
65,6193,16,3,1469.16,3,23,0.19,0.11,1,0.06,0.08,0
108,5437,15,1,1459.66,-1,42,0.03,0.00,1,0.03,0.21,0
39,5257,8,4,1040.22,5,36,0.19,0.16,1,0.09,0.19,0
85,5198,13,3,1113.60,2,12,0.19,0.06,1,0.01,-0.14,0
46,5042,18,3,1401.95,1,44,0.15,0.09,1,0.03,-0.15,0
81,4282,8,2,1417.70,9,26,0.19,0.17,1,0.07,-0.25,0
111,2751,18,1,1335.13,7,37,0.08,0.19,1,0.01,-0.54,0
77,5023,12,1,1267.19,4,18,0.12,0.12,1,0.07,0.49,0
62,6683,10,1,1455.52,-1,41,0.09,0.08,1,0.07,-0.15,0
42,5230,20,2,1155.85,9,34,0.16,0.05,1,0.02,-0.17,0
40,6141,9,0,1440.79,7,32,0.07,0.17,1,0.04,-0.36,0
49,4476,15,1,1615.64,3,24,0.09,0.19,1,0.09,-0.52,0
49,3821,10,1,1468.58,11,43,0.15,0.10,1,0.01,-0.04,0
64,4762,9,0,1302.79,3,31,0.05,0.01,1,0.02,-0.17,0
68,5360,12,3,1300.48,2,26,0.18,0.12,1,0.04,-0.56,0
66,3593,11,2,1419.69,4,43,0.13,0.06,1,0.01,0.50,0
39,4797,10,0,1044.16,4,30,0.06,0.16,1,0.09,0.79,0
53,5125,8,0,1306.50,7,40,0.13,0.08,1,0.03,-0.04,0
63,2653,13,0,1396.52,8,36,0.17,0.08,1,0.01,0.15,0
63,4244,15,0,1001.12,10,37,0.15,0.01,1,0.02,0.27,0
75,5062,16,1,1650.59,5,40,0.16,0.07,1,0.07,-0.18,0
39,2736,17,0,1330.57,7,19,0.07,0.14,1,0.04,0.81,0
80,4542,14,3,1210.93,7,45,0.00,0.01,1,0.09,0.40,0
75,4150,9,2,1532.28,9,24,0.20,0.08,1,0.02,0.00,0
35,5952,11,0,1661.37,5,36,0.10,0.00,1,0.09,-0.77,0
65,4485,8,0,1408.51,2,25,0.09,0.05,1,0.05,0.44,0
58,5988,8,1,1843.62,6,26,0.12,0.01,1,0.05,0.17,0
53,4625,8,3,1568.84,3,32,0.00,0.05,1,0.04,0.51,0
23,4636,10,4,1677.23,10,24,0.02,0.18,1,0.07,-0.13,0
53,4116,12,4,1151.29,7,35,0.08,0.14,1,0.09,-0.16,0
35,4621,11,4,1476.76,4,39,0.02,0.11,1,0.09,0.08,0
50,2446,13,0,1181.15,5,33,0.11,0.11,1,0.08,0.10,0
77,5742,10,0,1948.69,2,31,0.13,0.18,1,0.05,-0.24,0
56,4511,10,0,1280.53,2,33,0.10,0.06,1,0.07,0.62,0
80,4103,13,1,1439.73,8,50,0.12,0.03,1,0.08,-0.57,0
70,4731,18,3,1658.82,3,22,0.19,0.13,1,0.05,-0.14,0
27,4043,11,3,1359.18,3,1,0.09,0.04,1,0.01,-0.94,0
67,4803,18,0,1599.30,7,31,0.05,0.04,1,0.05,0.06,0
78,4093,17,1,1423.10,-1,45,0.08,0.19,1,0.09,-0.18,0
68,5494,18,2,1445.31,4,29,0.11,0.19,1,0.03,0.21,0
63,6130,8,1,1287.77,5,22,0.18,0.07,1,0.01,0.48,0
43,5507,16,1,1457.40,2,39,0.03,0.16,1,0.09,0.20,0
56,5384,13,2,1551.19,-1,26,0.05,0.04,1,0.07,0.86,0
54,2595,17,4,1481.88,3,45,0.20,0.13,1,0.01,-0.20,0
86,5110,16,0,1045.27,7,31,0.01,0.13,1,0.06,0.27,0
66,5755,18,4,1153.90,8,45,0.01,0.05,1,0.07,-0.55,0
10,4491,12,1,1059.01,6,24,0.20,0.01,1,0.07,-0.09,0
73,4920,13,3,1128.39,14,26,0.04,0.04,1,0.07,0.09,0
66,3697,16,2,1445.84,7,18,0.01,0.05,1,0.07,-0.34,0
74,5051,11,0,1090.56,5,14,0.14,0.19,1,0.03,-1.25,0
60,4406,12,1,1484.78,3,36,0.14,0.05,1,0.03,-0.41,0
37,6605,9,0,1297.74,6,30,0.02,0.14,1,0.05,0.58,0
47,3291,20,0,1295.65,3,17,0.14,0.14,1,0.05,-0.36,0
71,5451,9,1,1145.87,7,43,0.02,0.04,1,0.06,-0.44,0
93,5410,10,0,1502.73,7,37,0.08,0.07,1,0.02,0.89,0
67,3803,17,3,1116.01,4,29,0.11,0.06,1,0.02,0.65,0
65,4530,15,4,1546.30,2,32,0.11,0.15,1,0.01,-0.58,0
67,5646,8,2,1384.38,1,34,0.10,0.17,1,0.00,0.18,0
55,6500,9,2,1533.89,7,33,0.04,0.18,1,0.05,-0.17,0
59,7038,20,3,1509.22,8,41,0.17,0.17,1,0.07,0.08,0
40,3748,16,0,1858.32,5,10,0.03,0.09,1,0.05,-0.34,0
93,4099,8,4,1261.21,7,21,0.12,0.10,1,0.09,-0.35,0
58,5546,11,1,1311.50,7,19,0.18,0.11,1,0.02,0.42,0
59,3457,15,1,1676.20,6,20,0.16,0.01,1,0.04,-0.40,0
118,5278,15,1,1685.41,0,42,0.13,0.05,1,0.01,1.12,0
54,4596,18,0,1538.58,8,24,0.08,0.08,1,0.02,0.58,0
63,4352,17,0,1296.69,7,35,0.19,0.08,1,0.07,0.43,0
104,4406,20,0,1446.98,1,44,0.15,0.13,1,0.01,0.06,0
60,6809,19,2,1577.17,-1,34,0.00,0.03,1,0.06,-0.32,0
69,5233,11,0,1240.31,10,50,0.08,0.15,1,0.05,0.20,0
70,5754,9,0,1240.34,7,39,0.06,0.13,1,0.02,0.09,0
30,6143,14,2,1568.11,4,29,0.01,0.13,1,0.01,0.62,0
71,3991,19,0,1269.03,9,20,0.03,0.08,1,0.01,0.74,0
49,5088,15,1,1629.01,5,18,0.15,0.13,1,0.01,-0.30,0
100,4824,15,1,1557.73,7,38,0.13,0.10,1,0.06,0.48,0
62,4584,12,4,991.83,5,39,0.14,0.17,1,0.03,-0.67,0
67,6500,15,2,1441.72,6,30,0.06,0.05,1,0.09,0.37,0
66,3780,15,2,1476.01,4,22,0.06,0.17,1,0.01,0.55,0
53,5535,11,2,1476.99,6,47,0.07,0.06,1,0.10,-0.39,0
75,6280,15,3,1320.22,8,30,0.00,0.02,1,0.03,-0.11,0
26,4516,17,4,1528.14,3,34,0.01,0.08,1,0.02,-0.48,0
63,4049,9,2,1374.23,10,25,0.19,0.08,1,0.03,0.24,0
64,6033,17,2,1553.51,10,35,0.03,0.16,1,0.10,-0.47,0
41,2910,11,3,1409.05,2,57,0.13,0.19,1,0.06,0.40,0
54,5036,15,4,1746.07,3,42,0.06,0.08,1,0.01,0.75,0
61,6817,20,0,1531.10,4,38,0.13,0.15,1,0.04,-0.41,0
64,5604,11,0,1164.09,8,22,0.17,0.10,1,0.07,-0.79,0
31,4328,8,3,1571.35,5,26,0.17,0.14,1,0.02,-0.18,0
77,4359,12,0,1196.62,8,30,0.17,0.05,1,0.04,-0.83,0
52,7381,16,4,1798.56,9,24,0.13,0.19,1,0.05,0.10,0
69,6740,10,3,1407.61,6,21,0.04,0.08,1,0.02,0.07,0
105,4061,8,0,1094.16,11,29,0.16,0.12,1,0.08,-0.37,0
39,4984,11,0,1656.60,2,23,0.10,0.08,1,0.04,0.48,0
50,4623,18,1,1064.01,9,18,0.09,0.20,1,0.03,-0.23,0
87,5495,14,0,1645.85,0,15,0.08,0.08,1,0.07,-0.17,0
61,4090,10,4,1339.23,7,14,0.08,0.03,1,0.05,-0.46,0
55,6370,13,2,1533.35,7,13,0.18,0.12,1,0.02,-0.03,0
77,4368,19,0,1348.70,9,40,0.08,0.11,1,0.00,-0.01,0
45,5360,18,4,1793.40,2,21,0.02,0.19,1,0.03,0.28,0
48,5498,11,4,1427.47,3,27,0.20,0.18,1,0.00,-0.40,0
99,5838,16,0,1565.46,8,20,0.02,0.14,1,0.08,-0.24,0
76,4225,11,4,1568.82,5,28,0.05,0.00,1,0.00,-0.06,0
55,5671,16,4,1532.75,9,27,0.06,0.10,1,0.03,0.79,0
50,5835,15,4,1522.41,3,32,0.11,0.19,1,0.06,0.38,0
42,3980,9,3,1260.79,8,28,0.01,0.16,1,0.01,-0.44,0
52,5161,11,0,1192.08,7,41,0.09,0.12,1,0.05,0.36,0
60,5976,10,3,1209.11,12,22,0.00,0.16,1,0.08,0.35,0
63,4399,10,1,1509.81,6,34,0.05,0.16,1,0.05,0.26,0
59,4349,17,1,1594.78,7,28,0.14,0.09,1,0.01,-0.87,0
70,5257,20,3,1109.16,2,29,0.11,0.13,1,0.03,-0.79,0
18,4765,8,3,1093.43,11,46,0.14,0.17,1,0.02,-0.29,0
88,6787,17,4,1411.94,6,37,0.18,0.09,1,0.05,0.42,0
82,4732,11,4,1859.75,1,30,0.18,0.02,1,0.02,0.22,0
101,3562,18,1,1186.62,6,47,0.15,0.10,1,0.03,-0.02,0
28,4335,14,0,1306.35,3,12,0.13,0.02,1,0.07,0.13,0
53,5504,16,3,1511.93,5,45,0.01,0.08,1,0.10,-0.52,0
24,5331,17,4,1633.21,9,35,0.00,0.06,1,0.09,-0.07,0
37,4178,10,1,1554.48,2,16,0.16,0.19,1,0.01,-0.83,0
47,2382,14,2,1746.60,9,24,0.13,0.18,1,0.10,-0.36,0
53,4708,15,0,1359.60,7,16,0.07,0.07,1,0.00,0.06,0
68,4233,9,1,1138.69,2,18,0.12,0.01,1,0.02,0.50,0
73,4861,20,1,1198.45,7,22,0.03,0.15,1,0.00,-0.24,0
19,5993,11,1,1074.06,7,40,0.17,0.04,1,0.01,-0.46,0
54,5753,10,0,1262.79,4,37,0.04,0.09,1,0.08,1.25,0
43,5191,12,2,1677.00,1,27,0.14,0.07,1,0.07,0.85,0
58,4535,14,3,1566.21,8,23,0.20,0.02,1,0.02,-0.38,0
52,4183,12,2,1195.36,9,46,0.07,0.02,1,0.01,0.44,0
72,7540,17,2,1203.56,6,38,0.16,0.03,1,0.09,0.30,0
74,5301,12,1,1726.92,4,30,0.17,0.17,1,0.10,-0.45,0
40,5662,20,1,1615.69,2,25,0.07,0.08,1,0.05,-0.25,0
25,4823,20,1,1129.22,10,37,0.15,0.17,1,0.05,-0.20,0
68,4253,15,0,1296.96,5,29,0.18,0.17,1,0.05,0.06,0
74,6402,12,4,1041.35,9,22,0.07,0.12,1,0.06,-0.27,0
72,5384,9,3,1544.08,5,30,0.15,0.17,1,0.03,0.63,0
59,5977,18,0,1731.58,8,32,0.17,0.09,1,0.01,0.04,0
99,4754,16,1,1071.95,9,25,0.12,0.08,1,0.05,-0.30,0
70,4005,19,0,1428.07,0,22,0.12,0.02,1,0.10,0.09,0
78,5687,18,3,1194.76,12,38,0.12,0.11,1,0.05,0.00,0
61,3378,13,2,1513.08,5,23,0.03,0.01,1,0.08,-1.02,0
90,5411,10,4,1890.70,4,28,0.16,0.05,1,0.07,0.42,0
6,4905,20,2,1684.59,2,25,0.15,0.01,1,0.05,0.11,0
71,3461,8,0,1571.79,8,33,0.09,0.19,1,0.01,-0.34,0
35,6536,8,4,1606.63,3,39,0.06,0.00,1,0.02,-1.35,0
51,3271,20,2,1340.08,6,43,0.19,0.00,1,0.02,0.64,0
79,5777,14,4,1358.98,7,22,0.03,0.00,1,0.09,-0.92,0
103,6060,17,4,1643.17,7,27,0.19,0.18,1,0.09,-0.42,0
83,4848,14,4,1385.92,2,13,0.07,0.03,1,0.05,-0.06,0
72,6108,14,1,1824.19,5,6,0.12,0.19,1,0.01,0.33,0
31,3300,12,0,1378.21,4,39,0.16,0.03,1,0.09,0.62,0
26,5982,11,3,1416.82,6,30,0.07,0.06,1,0.03,0.08,0
42,6800,16,4,1646.13,7,25,0.10,0.06,1,0.02,-0.11,0
59,5602,11,1,1263.77,1,17,0.04,0.03,1,0.03,0.49,0
53,5302,9,0,1476.15,9,22,0.15,0.12,1,0.07,-0.22,0
56,4404,8,2,1439.88,5,37,0.18,0.10,1,0.06,0.27,0
60,4169,17,3,1147.77,2,47,0.18,0.08,1,0.10,-0.91,0
61,6619,12,4,1680.39,5,31,0.06,0.17,1,0.03,-0.13,0
82,6199,13,4,1422.29,4,39,0.16,0.09,1,0.06,-0.30,0
83,5372,20,4,1861.33,11,11,0.19,0.12,1,0.04,-0.02,0
